UZUM1154	Ташкентская обл., г. Чирчик, махалля Хумо, 8-кичик нохия	OLMA-С-3
UZUM1156	Ташкентская обл., г. Чирчик, Куёш МСГ, ул. 1-кичик нохия, д.13-в	OLMA С-10
UZUM1191	Ташкентская область, г. Алмалык, ул. Эхтиром, д. 11	Fix Price V026
UZUM1193	Ташкентская область, г. Чирчик, ул. Шарафа Рашидова, 33	Fix Price V028
UZUM1234	Ташкент, Сергелийский район, массив Сергели-VI, 71	OXY Med (Сергели Янгихаёт) 144
UZUM1250	Ташкентская область, г. Янгиюль, улица Камолот	Dorixona diabet
UZUM1241	Ташкентская обл., Букинский район, МФЙ Янги Хаёт, ул. Марказий, дом 35	ISHONCH(Bo'ka)
UZUM1242	Ташкентская обл., г. Алмалык, ул. Амира Темура	ISHONCH(Olmaliq)
UZUM1244	Ташкентская обл., г. Чирчик, МФЙ Навруз, 36-й махалля, ул. Заковат	ISHONCH(Chiqchiq)
UZUM1249	Ташкентская область, г. Янгиюль, улица Беруни	Dorixona diabet
UZUM1256	Ташкентская обл., г. Нурафшон, Янгиабад МСГ, ул. Янгиабад, дом 39	OLMA A-31
UZUM1262	Ташкент, Бектимирский район,махаллинский сход граждан Абай, жилой комплекс Мусаффо Маскан,	Daily Supermarket (BI 1) - Ик-ота
UZUM1263	Ташкент, Яшнабадский район, махаллинский сход граждан Катта Куйлик, ул.Тантана	Daily Supermarket (BI 1) - Куйлук
UZUM1265	г. Ташкент, ул. Янги Куйлюк, 16Б	Makro - 083
UZUM1267	Ташкент, Бектемирский район, махаллинский сход граждан Абай	Ayva Market
UZUM1269	Ташкент, Кибрайский район,  ул. Тимура Малика, 1	Pharmacosmos C-06 СЕЛЬХОЗ
UZUM1272	Ташкент,  городской посёлок Куксарай, ул. Шифобахш сувлар, 21	Pharmacosmos C-22 КУКСАРОЙ-2
UZUM1295	Ташкент, Чиланзарский район ул. Катартал, 28	Pharmacosmos C-127 Ц Квартал МедиаПарк
UZUM1299	Ташкентская обл., Уртачирчикский р-н, Фаровон МСГ, ул. Ташкент йули 1, дом 129	OLMA A-25
UZUM1301	Ташкентская область, Кибрайский район, населённый пункт Гулистан	Korzinka Буин (Кибрай)
UZUM1303	Ташкентская область, г. Чирчик, улица Юсупова	Pharmacosmos C-75 Chirchiq-Makro
UZUM1306	Ташкентская область, г. Чирчик, просп. Амира Темура, 138	Pharmacosmos C-101 Чирчик октябрь
UZUM1307	Ташкентская область, Бостанлыкский район, махаллинский сход граждан, улица Абу-Райхон Беруний	Pharmacosmos C-81 Газалкент
UZUM1308	Бухара, улица Бахауддина Накшбанда, 5	Пункт выдачи Uzum Market
UZUM1309	Бухара, улица Мустакиллик, 12	Пункт выдачи Uzum Market
UZUM1310	Бухара, 5А микрорайон	Пункт выдачи Uzum Market
UZUM1311	Бухара, улица Ислама Каримова, 2	Пункт выдачи Uzum Market
UZUM1312	Бухара, улица Пиридастгир, 308	Пункт выдачи Uzum Market
UZUM1313	г. Бухара, ул. Намозгох, 111	Korzinka K239
UZUM1314	Бухара, улица Каюма Муртазаева, 4Б	Пункт выдачи Uzum Market
UZUM1315	Бухара, улица Самарканд, 86	Пункт выдачи Uzum Market
UZUM1316	Бухара, улица Амир Темура, 37	Пункт выдачи Uzum Market
UZUM1317	Бухарская обл., Бухарский район, г. Галаасийо, МФЙ Дустлик, ул. Великий Шелковый путь	ISHONCH(Galaosiyo)
UZUM1318	Бухарская область, г. Каган, улица Дустлик, 150	ISHONCH(Kogon)
UZUM1319	Бухара, массив Шарк-1	OXY Med  (Бухара)2\1
UZUM1320	г. Бухара Зарафшанский тракт, 7	Сулаймонобод
UZUM1321	Бухара, ул. Мухаммада Икбала, 64	Orzutech Computers
UZUM1322	Бухара, махаллинский сход граждан Кукалдош, улица Самарканд, 78	Нодира маркет
UZUM1323	г. Бухара, махаллинский сход граждан Жуйбор	Miral Market
UZUM1324	Бухара, ул. Алпамыша, 3	Тц Chinar Mall
UZUM1327	Самаркандская обл., Ургутский район, МФЮ «Дустлик», проспект Навои	Единое окно
UZUM1329	Самарканд, населённый пункт Пулимугаб, Пенджикентская ул., 77	Garmoniya Pharm 11 3 Роддом
UZUM1334	Ташкент, Юнусабадский район, ул. Богишамол, 120	OOO "NAVBAHOR APTEKA" №19
UZUM1284	г. Ташкент, Яшнабадский район, улица Абдурауфа Фитрата, 33	Korzinka Махалля -Сарикул
UZUM1341	Ташкент, Юнусабадский район, 13-й квартал, МСГ «Севинч», 36а	Korzinka Махалля Ахилабад
UZUM1340	Ташкент, Яшнабадский район, Авиасозлар 4-й квартал, 2	OOO "NAVBAHOR APTEKA" №70
UZUM1345	Ташкент, Мирза-Улугбекский р-н,МСГ Сайрам, ул.Сайрам ,дом 20	OLMA М-153
UZUM1349	Ташкент, Учтепинский район, улица Лутфи, 21А	Корзинка OAZIS
UZUM1346	Ташкентская область,Нурафшан,махаллинский сход граждан Навруз, улица Ташкент Йули, 199	OLMA А-35
UZUM1348	Ташкентская область,Ахангаранский район,махаллинский сход граждан Ёнарик,улица Нуробод Кургони, 158	OLMA А-29
UZUM1365	г. Ташкент, Яккасарайский район, улица Имама ат-Термези, дом 51	Пункт выдачи Uzum Market
UZUM1367	г. Ташкент, Яшнабадский район, улица Корасу, дом 17 (Авиасозлар)	Пункт выдачи Uzum Market
UZUM1302	Ташкентская область, г. Чирчик, ул. Юсупова, 22	Pharmacosmos C-61 ЧИРЧИК БАЗАР
UZUM1381	г. Чирчик, проспект Амира Темура, дом 134	Пункт выдачи Uzum Market
UZUM1383	г. Чирчик, улица Заковат, дом 81	Пункт выдачи Uzum Market
UZUM1333	Ташкент, Сергелийский район, ул. Янги Сергели 110	ATLAS Сергили
UZUM1153	Ташкентская обл., г. Чирчик, 3-й микрорайон, 32	OLMA-С-1
UZUM1382	г. Чирчик, улица Амира Темура, дом 141	Пункт выдачи Uzum Market
UZUM1342	Ташкент, Мирзо-Улугбекский район, ул. Буюк Ипак Йули, 111-117	ATLAS Максим Горький
UZUM1157	Ташкентская обл., Бостанлыкский р-н, махалля Марказий, ул. Амира Темура, д. 39	OLMA С-11
UZUM1158	Ташкентская обл., г. Чирчик, МСГ Мирзо-Улугбек, ул. Спортчилар, дом 42V	OLMA С-14
UZUM1225	Ташкент, Мирзо Улугбекский район, улица Мирзо Улугбека, 142-дом	OLMA М-11
UZUM1258	Ташкентская обл.,г. Бекабад, Бирдамлик МСГ, ул. Истиклол, дом 316	OLMA В-7
UZUM1259	Ташкентская область, г. Бекабад,14-й микрорайон, 76,	Aziya Market
UZUM1274	Ташкент,  Мирзо-Улугбекский район, ул. Мирзо Улугбека, 69	Pharmacosmos C-39 Буюк ипак Йули
UZUM1278	Ташкент, Мирзо-Улугбекский район, массив Городок Тракторостроителей, 1-й квартал, 4	Pharmacosmos C-52 ТТЗ-1
UZUM1297	Ташкент, Шайхантахурский район, ул. Лабзак, 76	Pharmacosmos C-126 Labzak
UZUM1330	Самаркандская обл., Окдарёский район, город Лоиш, улица Амира Темура, дом 1	Единое Окно
UZUM1337	Ташкент, Шайхантахурский район, пр. Коратош, 11А	ATLAS Караташ
UZUM1344	Ташкент, Чиланзарский р-н, Дилобод МСГ, 6-квартал, дом 50	OLMA М-139
UZUM1352	Фергана, улица Абдуллы Кадыри, дом 82	Пункт выдачи Uzum Market
UZUM1353	Фергана, ул. Алишера Навои, 74	Пункт выдачи Uzum Market
UZUM1354	г.Коканд , 1 тупик Истиклол, дом 1	Пункт выдачи Uzum Market
UZUM1355	г.Коканд, А.Т.Хукандий МФЙ, дом 108-В	Пункт выдачи Uzum Market
UZUM1356	г.Коканд, улица Фуркат, дом 102Г	Пункт выдачи Uzum Market
UZUM1357	г.Коканд, улица Туркистан, дом 138/2А	Пункт выдачи Uzum Market
UZUM1358	г.Коканд, квартал Туркистан, дом 2, квартира 12	Пункт выдачи Uzum Market
UZUM1359	Маргилан, ул. Бурхануддина Маргинани, дом 69	Пункт выдачи Uzum Market
UZUM1360	Маргилан, улица Мустакиллик, дом 236	Пункт выдачи Uzum Market
UZUM1361	Ферганская область, Маргилан, махаллинский сход граждан Истиклол	Пункт выдачи Uzum Market
UZUM1363	г. Ташкент, Учтепинский район, махалля Фаход, дом 7 Б	Пункт выдачи Uzum Market
UZUM1364	г. Ташкент, Сергелийский район, массив Куйлюк, 6-й квартал, дом 15	Пункт выдачи Uzum Market
UZUM1366	г. Ташкент, Юнусабадский район, проспект Амира Темура, дом 70	Пункт выдачи Uzum Market
UZUM1368	г. Ташкент, Учтепинский район, массив Чиланзар, 11 квартал, дом 34	Пункт выдачи Uzum Market
UZUM1369	г. Наманган, улица Алишера Навои, дом 8	Пункт выдачи Uzum Market
UZUM1370	г. Наманган, улица Бабуршах, дом 3,4	Пункт выдачи Uzum Market
UZUM1371	г. Наманган, улица Уйчи, дом 243, магазин 6,6а	Пункт выдачи Uzum Market
UZUM1372	г. Наманган, улица Саноат, дом 56	Пункт выдачи Uzum Market
UZUM1386	г. Янгиюль, Самаркандская улица, дом 301	Пункт выдачи Uzum Market
UZUM1387	г. Кибрай, Ифтихор МФЙ, улица Укитувчи, дом 6	Пункт выдачи Uzum Market
UZUM1389	г. Янгиюль, Проспект Ташкент, 40 дом	Пункт выдачи Uzum Market
UZUM1391	г. Бекабад, улица Буюк Ипак Йули, дом 337	Пункт выдачи Uzum Market
UZUM1393	г. Бекабад, 12-й микрорайон, дом 45	Пункт выдачи Uzum Market
UZUM1394	г. Бекабад, улица Сабира Рахимова, дом 251	Пункт выдачи Uzum Market
UZUM1395	г. Келес, Ташкентский район, Хувайдо МФЙ, улица Келес Йули, дом 2/2	Пункт выдачи Uzum Market
UZUM1396	г. Янгибазар, улица Мустакиллик	Пункт выдачи Uzum Market
UZUM1398	г. Ахангаран, Янгиабад МФЙ, улица Амира Темура, дом 92	Пункт выдачи Uzum Market
UZUM1399	Фергансакая обл., Город Коканд А.Ул. Навои, дом 205-а	Единое Окно
UZUM1402	г. Фергана,, улица Тарона, 16	ATLAS  Фергана
UZUM1405	г Коканд, Мукими, Олтин водий МСГ, улица Мовароуннахр, д.3/2	Makro m138
UZUM1406	г. Нукус, улица П. Сеитова, дом 6	Пункт выдачи Uzum Market
UZUM1407	г. Коканд, ул. Янги хаёт, 62А	Asmalt Hotel Kokand
UZUM1408	г. Ташкент, Сергелийский район, ул. Нулуфар 77/7	Узум маркет
UZUM1410	г. Фергана, ул. Аэропорт, 16	Международный аэропорт Фергана
UZUM1411	г. Наманган, 7-й микрорайон	Ayman Farm
UZUM1412	г. Наманган, махаллинский сход граждан Маргилан, ул. Маргилон, 12A	Sportzone
UZUM1413	г. Наманган, махаллинский сход граждан Оби Хаёт, ул. Хамрох, 96	БЦ Grand Biznes
UZUM1414	г. Нукус, улица Досназарова Аллаяра, дом 9/5	Пункт выдачи Uzum Market
UZUM1415	г. Наманган, улица Хуррият	Istiqlol
UZUM1416	г. Наманган, махаллинский сход граждан Бобуршох, ул. Бобуршох, 8	Shedevr Plaza
UZUM1417	г. Наманган, ул. Нодира Кориева, 1	Saydana Медцентр
UZUM1418	г. Наманган, ул. Н. Намангани, 12	Reikartz Hotel
UZUM1419	г. Наманган, махаллинский сход граждан Марифат, улица Кукон, 82	Medilife qoqon kocha
UZUM1420	г. Наманган, 2-й тупик 6-проезда Мисгар	Medilife boburshoh kocha
UZUM1421	г. Нукус,  улица Аллаяра Досназарова, дом 35	Пункт выдачи Uzum Market
UZUM1422	г. Нукус, улица Николая Сараева, дом 14	Пункт выдачи Uzum Market
UZUM1426	г. Карши, 4 микрорайон, 2 дом	Пункт выдачи Uzum Market
UZUM1427	г.Карши, 5 микрорайон, Насаф кучаси, дом 4/156	Пункт выдачи Uzum Market
UZUM1428	г. Карши, ул. Хонобод	Пункт выдачи Uzum Market
UZUM1429	г. Карши, 1 микрорайон , 35 дом	Пункт выдачи Uzum Market
UZUM1430	г. Карши, улица Алчин, дом 1Б	Пункт выдачи Uzum Market
UZUM1431	г. Карши, улица Ислама Каримова, дом 20	Пункт выдачи Uzum Market
UZUM1432	г. Карши, улица Насаф, дом 298, квартира 2-Н	Пункт выдачи Uzum Market
UZUM1433	г. Термез, улица Ибн Сино, дом 21	Пункт выдачи Uzum Market
UZUM1434	г. Термез, улица Навбахор, дом 29-Г	Пункт выдачи Uzum Market
UZUM1435	Термез, махаллинский сход граждан Жайхун, улица Ал Хаким Ат-Термизий, 23G	Пункт выдачи Uzum Market
UZUM1436	г. Термез, улица Баркамол Авлод, дом 12/5	Пункт выдачи Uzum Market
UZUM1437	г. Термез, улица Фидокорлар, дом 52	Пункт выдачи Uzum Market
UZUM1442	г. Навои, улица Махмуда Тароби, дом 111	Пункт выдачи Uzum Market
UZUM1448	г. Навои, улица Кармана, дом 94	Пункт выдачи Uzum Market
UZUM1452	г. Нукус, Гарезсизлик МФЙ, улица Сабира Камалова, 12 дом	Пункт выдачи Uzum Market
UZUM1453	г. Нукус, ул. Ерназара Алакоза, 60A	Mega Nukus
UZUM1455	Навои, улица Махмуд Тараби, 122	Korzinka "Навои"
UZUM1457	город Карши, улица Ислама Каримова, 17	Корзинка Карши Атлас
UZUM1462	Каршинская область улица Карши-Шахрисабз Йули, 4/248	Uzum Market Франшиза
UZUM1463	г. Самарканд, микрорайон Согдиана-А, 16.	OXY Med (Самарканд 4 роддом)
UZUM1464	Самаркандская обл., г. Самарканд, ул. Мирзо Улугбека, 105	Тц Поворот Mobile House
UZUM1465	г. Самарканд, ул. Мухаммада Аль-Хорезми, 115А	БЦ Эл Xoldıng( Кинап)
UZUM1064	Ташкент, Шайхонтохурский район, улица Батыра Закирова	Станция метро Алишера Навои
UZUM1155	Ташкентская обл., Бостанлыкский р-н, махалля Бостон, ул. Бирлик, д.74	OLMA C-7
UZUM1243	Ташкентская обл., г. Бекабад, МФЙ Узбекистан, ул. Сырдарья, дом 609	ISHONCH(Bekobod)
UZUM1245	Ташкентская обл., Ташкентский район, МФЙ Файзиобод, ул. Келес Йули	ISHONCH(Keles)
UZUM1246	Ташкентская обл., Юкоричирчикский район, ул. Мустакиллик (Независимости)	ISHONCH(Yuqori Chirchiq)
UZUM1248	Ташкентская обл., Паркентский район, МФЙ Ойбек, ул. Алишера Навои, дом 18-А	ISHONCH(Parkent)
UZUM1255	Ташкентская обл., г. Паркентский, ул. Мафтункор, 107, махаллинский сход граждан Марказий	OLMA К-4
UZUM1257	Ташкентская обл.,г.Ангрен, Дорилфунун МСГ ,квартал 5/5, дом 384	OLMA A-30
UZUM1261	Ташкентская обл. г. Бекабад, 13-й микрорайон, 21	Афсона маркет
UZUM1270	Ташкент, улица Ковунчи	Pharmacosmos C-07 БИСЁР
UZUM1296	Ташкент, Мирзо-Улугбекский район, ул. Аккурган, 35	Pharmacosmos C-124 НовоМосковский
UZUM1304	Ташкентская область, Зангиатинский район, городской посёлок Эркин, 8-й проезд Комолиддин Бехзод, 69	Pharmacosmos С-79 Олимполвон-2
UZUM1305	Ташкентская область, Зангиатинский район, городской посёлок Эркин	Pharmacosmos C-87 Олимполвон карзинка
UZUM1339	Ташкент, Яккасарайский район, улица Шота Руставели, 53	OOO "NAVBAHOR APTEKA" №66
UZUM1343	г. Нурафшан, ул. Ташкент Йули, 84	Белорусская косметика
UZUM1347	Ташкентская обл.,г. Ангрен, МСГ Карвон, улица Абу Али Инб Сино, 14	OLMA А-34
UZUM1362	Асака, улица Нажмиддина Кубро, дом 35	Пункт выдачи Uzum Market
UZUM1373	г. Наманган, улица Афрасияб, дом 38	Пункт выдачи Uzum Market
UZUM1374	г. Андижан, Узбегим МФЙ, улица Амир Темур Шох, дом 9/A	Пункт выдачи Uzum Market
UZUM1375	г. Андижан , улица Бобур шох, дом 116	Пункт выдачи Uzum Market
UZUM1376	г. Андижан, улица Алишер Навои, дом 33	Пункт выдачи Uzum Market
UZUM1377	г. Андижан, 2 микрорайон, дом 16А	Пункт выдачи Uzum Market
UZUM1378	г. Андижан, улица Пирмухамедова, дом 2-а	Пункт выдачи Uzum Market
UZUM1379	г. Андижан, улица Чаманзор, дом 12-а	Пункт выдачи Uzum Market
UZUM1380	г. Андижан, улица Узбекистан, дом 206	Пункт выдачи Uzum Market
UZUM1384	г. Ангрен, улица Узбекистон Мустакиллиги, дом 110	Пункт выдачи Uzum Market
UZUM1385	г. Ангрен, МСГ Карвон, квартал 3/2	Пункт выдачи Uzum Market
UZUM1388	г. Алмалык, улица Фахрийлар, дом 26	Пункт выдачи Uzum Market
UZUM1390	г. Алмалык, улица Амира Темура, дом 61	Пункт выдачи Uzum Market
UZUM1392	г. Бекабад, улица Саломатлик, дом 29	Пункт выдачи Uzum Market
UZUM1397	г. Газалкент, Бостанлыкский район, Навруз МФЙ, улица А. Эсанов, дом 42	Пункт выдачи Uzum Market
UZUM1400	Андижанская область, г. Андижан, проспект Амира Темура, 35б	Korzinka Андижан Амир Темур
UZUM1401	г. Андижан, ул. А. Темура, дом 35	Единое Окно
UZUM1403	г. Наманган, Шодлик МСГ, ул.Туракургон, дом 138	Bellissimo Namangan 2 Шодлик
UZUM1404	Андижанская область, г. Асака, ул. Умид, 724	Makro m022
UZUM1409	г. Андижан, улица Машраба, 62	Navruz Mall
UZUM1423	г. Гулистан, ул. Сайхун, 69 дом	Пункт выдачи Uzum Market
UZUM1424	г. Гулистан, проспект Узбекистан, дом 119	Пункт выдачи Uzum Market
UZUM1425	г. Гулистан, улица Ислам Каримов, дом 118	Пункт выдачи Uzum Market
UZUM1438	г. Джизак, Зилол махаля, улица Мустакиллик, дом 26 (Базар Ором)	Пункт выдачи Uzum Market
UZUM1439	г. Джизак , Заргарлик МФЙ, улица Заргарлик, дом 14	Пункт выдачи Uzum Market
UZUM1440	г. Навои, улица Амира Темура, 28	Пункт выдачи Uzum Market
UZUM1441	г. Навои, 9 микрорайон, ул. Дружбы народов	Пункт выдачи Uzum Market
UZUM1443	г. Навои, улица Садриддина Айни, 105А дом	Пункт выдачи Uzum Market
UZUM1444	г. Навои, улица Жанубий, 29 дом	Пункт выдачи Uzum Market
UZUM1445	г. Навои, улица Узбекистан, 12 дом	Пункт выдачи Uzum Market
UZUM1446	г. Навои, улица Махмуда Тароби, дом 75	Пункт выдачи Uzum Market
UZUM1447	г. Навои, проспект Галаба, дом 133	Пункт выдачи Uzum Market
UZUM1449	г. Навои, проспект Ислама Каримова, дом 64	Пункт выдачи Uzum Market
UZUM1450	г. Навои, улица Алишера Навои, дом 38В	Пункт выдачи Uzum Market
UZUM1451	г. Навои, проспект Галаба, дом 164В	Пункт выдачи Uzum Market
UZUM1454	г. Навои, 8-й микрорайон, 418	Zarafshan Grand Hotel
UZUM1456	г. Ташкент, Яшнабадский район, ул. Джаркурган, 39	Korzinka K197 Джаркурган
UZUM1458	г. Гулистан, махаллинский сход граждан Тараккиёт	Единое окно
UZUM1459	г. Гулистан, ул. Узбекистан	ISHONCH(Guliston)
UZUM1460	г. Термез, ул. Навои, дом 48х	ISHONCH(Termiz)
UZUM1461	Джизакская обл., г. Джизак, ул. Рашидова	ISHONCH(Jizzax)
UZUM1466	Самаркандская область, Тайлакский район, населённый пункт Курганча	PURE MILKY
UZUM1467	г. Самарканд просп. Навои, 27А	АЗС 8 марта
UZUM1468	г. Самарканд, массив Карасу, 158	Пункт выдачи Uzum market
UZUM1469	Хорезмская область,г. Ургенч, парк культуры и отдыха имени Амира Темура	Memorial Hospital
UZUM1470	г. Ургенч, ул. Тинчлик, 111	IDEAL SARI
UZUM1471	г. Ургенч, ул. Ханка, 102	Maxidom
UZUM1472	Хорезмская область, г. Ургенч, махаллинский сход граждан Машъал	AYLIN MARKET
UZUM1514	г. Ташкент, Мирзо-Улугбекский район,улица Хамида Алимджана, махаллинский сход граждан Нур	Eco Park
UZUM1507	г. Карши улица Куроллий Кучлар, 2A	X5 супермаркет (Marka)
UZUM1508	г. Карши улица Ислама Каримова, 216	MARKA super market
UZUM1509	г. Карши ул. Нурчилар, 48	Uzum Market Франшиза УВД
UZUM1473	Джизакская область, Шараф-Рашидовский район,МСГ Кушкуприк, улица Урдакли, 93	Bellissimo O`rda parki
UZUM1474	г. Джизак, микрорайон 3/1	ALIBAZAR MARKET
UZUM1475	г. Джизак, махаллинский сход граждан Зилол, ул. Мустакиллик, 33B	MEDUZA MARKET
UZUM1476	г. Джизак, махаллинский сход граждан Заргарлик, ул. Шарофа Рашидова, 78	KO'K SAROY
UZUM1477	г. Самарканд,МСГ Баходир Ялангтуш,ул.Ифтихор ,дом 135	Olma S-15 ( Самарканд )
UZUM1478	Самаркандская обл., район Тайлок, МФЮ Чарогбон, Янги Тойлок 1	Единое окно
UZUM1479	Самаркандская обл.,г. Самарканд, ул. Буюк Ипак Йули, 131Б	ATLAS  Самарканд
UZUM1480	г.Тошкент, Шайхантахурский район, ул.Бунёдкор 4а	OXY Med (Дружба) 169
UZUM1481	г. Ташкент, улица Шимолий Олмазор, 15	OXY Med (Северный алмазар) 175
UZUM1482	г. Ташкент, Яшнабадский район, массив Городок Авиастроителей, 2-й квартал, 41	OXY Med (Кадышева)14
UZUM1483	г. Ташкент, ул. Алишера Навои, 30А	Mix Podarok
UZUM1484	г. Ташкент, Мирзо Улугбексикй район, ул. Льва Толстого, 65	Франшиза ПВЗ Uzum Market
UZUM1485	г. Ташкент, Яшнабадский район, массив Городок Авиастроителей, 2-й квартал, 56А	Legion МАГАЗИН Россия
UZUM1486	г.Ташкент, Мирзо-Улугбекский р-н,  ул. Муминова, 12	OXY Med (Эндокринология2)
UZUM1487	г.Ташкент, Яшнабадский район, ул. Паркент, 30В	OXY Med (Паркент)
UZUM1489	г. Ташкент,  Юнусабадский район, махаллинский сход граждан Нурмакон	OXY Med (Юнус-Абад) 98
UZUM1490	г.Ташкент, Юнусабадский р-н, 2 квартал, д.7Б	OXY Med (Юнус-Абад Универсам)
UZUM1491	г. Ташкент, Мирзо-Улугбекский район, Камолот МФЙ, улица Мирзо-Улугбека, 134а-дом	OXY Med (геникология)
UZUM1492	г. Ташкент, Бектимирский район, просп. Бектемир, 126А	Legion МАГАЗИН Бектимирский
UZUM1493	Ташкентская обл.,Кибрайский р-н,МСГ Файзобод,ул. Зиёкорлар,дом 222	Olma М-167
UZUM1494	Ташкентская область г. Ангрен, ул. Тулица Узбекистон Мустакиллиги, 76.	OXY Med (Ангрен)
UZUM1495	Ташкентская область, Ахангаранский район, махаллинский сход граждан Ёнарик, улица Нуробод Кургони	Olma А-26
UZUM1496	Ташкентская область, г. Бука, ул. Марказий, 4/1	Olma В -11
UZUM1497	Ташкентская обл. населённый пункт имени Абдурахманова, улица Мингтерак, 32A,	Olma С-19
UZUM1498	Ташкентская область, Кибрайский район, городской посёлок Салар, Oʻqituvchi koʻchasi	Olma С-29
UZUM1499	Ташкентская область, Кибрайский район, махаллинский сход граждан Алишер Навоий	Olma С-30
UZUM1500	Ташкентская обл.,Кибрайский р-н, городской посёлок Салар, ул. Гулимамур, 7А	OXY Med (САМПИ)
UZUM1501	Ташкентская обл. махаллинский сход граждан Мустакиллик, улица Чимкент Йули, 190	Olma С-23
UZUM1502	Ташкентская обл. Юкоричирчикский р-н, МСГ Миробод, ул.Юртдош, дом-51а	OLMA К-08
UZUM1503	Ташкентская область, Юкоричирчикский район, населённый пункт Навруз	Olma А-37
UZUM1504	г. Ташкент, Мирзо улугбек район улица Дурмон йули, 20	Франшиза ПВЗ маркет
UZUM1505	Бухарская обл., г. Бухара, ул. Хавзи Нав, дом 21	ISHONCH(Buxoro)
UZUM1506	г. Карши проспект Алишера Навои, 5А	MARKA super market 2
UZUM1510	г. Навои, просп. Победы, , 17Б	TEXNO PLANET
UZUM1511	г. Навои, ул. Алишера Навои, 1	Regal Hotel by Grand
UZUM1512	г. Наманган, махаллинский сход граждан Юкори Гирвон, улица Хамид Олимжон, 153	Namangan zargarlik klasteri
UZUM1513	г. Наманган, махаллинский сход граждан Озод, ул. улица Намангансай	Sobit Ota Stamotologiya
UZUM1515	г. Ташкент, Мирзо-Улугбекский район, массив Ахмада Югнаки, 24A	Korzinka Maxalla
UZUM1516	г. Бухара, ул. Мехтар Анбар, 100	Ресторан ляби хауз
UZUM1517	г. Бухара, ул. Мухаммада Икбала, 1	Himchan диагностический центр
UZUM1518	Маргиланская обл.,г. Маргилан, улица Бурхануддина Маргинани, 111	ТЦ Ansor
UZUM1519	г. Наманган, махаллинский сход граждан Тукувчи, ул. Дустлик, 9	Buyuk Ipak Yo'li Mehmonxonasi
UZUM1520	г. Наманган, махаллинский сход граждан Давлатобод, ул. Кукумбой, 131	Best pharm dorixona
UZUM1521	г. Самарканд,ул. Шахруха Мирзы, 17	Makon Mall
UZUM1522	г. Самарканд, Фархадская улица, 57А.	ТЦ Festival mall
UZUM1523	г. Сырдарья, ул. Узбекистан (бывшее здание универмага)	ISHONCH(Sirdaryo)
UZUM1524	г. Гулистон, МСГ Манавият, ул. Эзгулик,д-6	OLMA D-25
UZUM1525	г.Ташкент,  Мирзо-Улугбекский район, ул. Мингбулок, Карасу 2, 4	Белорусская косметика
UZUM1526	г. Алмалык, ул. Фурката, 1	Белорусская косметика
UZUM1527	г. Ургенч, улица Янги Шовот Йули, 3	Darital Supermarket
UZUM1528	г. Ургенч, махаллинский сход граждан Навбахор	ЦУМ ТЦ Урганч
UZUM1529	Ургенчский район, махаллинский сход граждан Мевазор, улица Мустакиллик, 22/7	Urganch Univermagi
UZUM1530	г. Чирчик, ул.Ш.Рашидова 21	Белорусская косметика
UZUM1531	Бухарская обл., г Каган, махаллинский сход граждан Мирзо Улугбек, ул. Дустлик, 171	Korzinka Каган
UZUM1532	Бухарская область, г. Бухара, МСГ «Бунёдкор», улица Саноатчилар, 3	Korzinka K236 Саноатчилар 3
UZUM1533	г. Бухара, пересечение улиц Афросиаб и Ибн Сино.	Корзинка Бухара-2
UZUM1534	г. Бухара, ул. Бахауддина Накшбанда, 149	Korzinka Бухара 1
UZUM1535	г. Джизак, просп. Шарафа Рашидова, 7	Korzinka Джиззак
UZUM1536	г. Коканд, махаллинский сход граждан Ялангочота, ул. Туркистон, 28D	Reikarst hotel Qo`qon
UZUM1537	г. Наманган, махаллинский сход граждан Шодлик, улица Алишера Навоий, 76	Texno park
UZUM1538	г. Наманган, МСГ Юкори Гирвон, ул. Хамид Олимжон, 153	Korzinka Наманган Афсона
UZUM1539	Самаркандская область, Пайарыкский район, поселок Гозал, улица Чулпон	Единое окно
UZUM1540	г. Самарканд, ул. Гагарина, 86	Korzinka (Гагарина)
UZUM1541	Самаркандская область, Джомбойский район, Ташкентский МФЮ, улица Ташкентская	Единое окно
UZUM1542	г. Самарканд, ул. Рудакий, дом 54.	Корзинка Самарканд вокзал
UZUM1548	г. Ташкент, Юнусабадский район, Богиравон, 27а стр	Baraka Market Магазин 100
UZUM1549	г. Ташкент, Сергелийский р-н, Садокат МСГ, ул.Хонобод,4-проезд, дом 2	Olma М -122   ( Ташкент )
UZUM1550	г. Ташкент, Мирабадский район, ул. Фидокор, 32	Бизнес-центр Inco
UZUM1551	г. Ташкент,  Шайхантахурский район, улица Лабзак, 28А	ПВЗ ФРАНШИЗА FrTash226
UZUM1552	г. Ташкент, Яшнабадский р-н,  махаллинский сход граждан Олмос	Brs Gaz Метан заправка
UZUM1553	г. Ташкент, Учтепинский район, ул. Фархадская, Г30 блок 15	ТРЦ Scopus Mall 2
UZUM1554	г. Ташкент, Сергелийский р-н, Кипчак МСГ,  ул. Сергили 4-квартал, дом 13-А	Olma М-118  ( Ташкент )
UZUM1555	г. Ташкент, Яшнабадский р-н, МСГ Асалабад, массив Асалабад-2, дом-3	Olma М-179  ( Ташкент )
UZUM1556	г. Ташкент, Мирабадский р-н, МСГ Ок уй, ул.Ок Билол, дом 41	Olma М-183  ( Ташкент )
